Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award,cc1_miles_Updated,cc2_miles_Updated,cc3_miles_Updated
125077,0,3,1,1,21881,14,0,0,5905,0,17500,2500,2500
226826,0,5,1,1,91660,21,500,1,5906,0,50000,2500,2500
38150,0,3,1,1,16688,15,0,0,5854,1,17500,2500,2500
20342,0,1,1,1,3291,9,0,0,5829,0,2500,2500,2500
45781,0,2,1,1,6498,13,0,0,5801,0,7500,2500,2500
144525,0,1,1,1,2833,4,0,0,5785,0,2500,2500,2500
37571,0,2,1,1,7197,15,0,0,5762,0,7500,2500,2500
112013,0,3,1,1,24943,14,0,0,5734,0,17500,2500,2500
30638,0,3,1,1,48963,16,0,0,5696,1,17500,2500,2500
55997,0,5,1,1,68320,23,0,0,5899,1,50000,2500,2500
11447,0,1,1,1,1945,13,0,0,5902,0,2500,2500,2500
17778,0,1,1,1,0,0,0,0,5897,0,2500,2500,2500
13375,4301,4,1,1,15732,43,9200,28,5916,1,37500,2500,2500
118572,0,3,1,1,21426,19,0,0,5892,0,17500,2500,2500
13720,0,1,1,1,0,0,0,0,5884,0,2500,2500,2500
11030,0,1,1,1,0,0,0,0,5884,0,2500,2500,2500
8651,0,4,1,1,41586,22,950,5,5882,1,37500,2500,2500
281626,0,5,1,1,53521,16,0,0,5878,0,50000,2500,2500
26367,0,3,1,1,19649,15,0,0,5874,1,17500,2500,2500
120945,0,1,1,1,4300,4,300,2,5871,1,2500,2500,2500
2843,0,4,1,1,44130,35,7450,20,5869,1,37500,2500,2500
11782,0,1,1,1,0,0,0,0,5864,0,2500,2500,2500
89480,0,1,1,1,2946,4,1946,3,5902,1,2500,2500,2500
20702,0,4,1,1,30451,24,1100,5,5856,1,37500,2500,2500
15108,0,1,1,1,2850,16,0,0,5876,0,2500,2500,2500
24917,0,3,1,1,16239,13,150,1,5857,1,17500,2500,2500
132910,0,5,1,1,75540,46,250,1,5856,1,50000,2500,2500
61227,0,2,1,1,6957,10,0,0,5647,0,7500,2500,2500
2117,0,1,1,1,769,7,0,0,5609,0,2500,2500,2500
38964,0,3,1,1,35166,26,3200,8,5553,1,17500,2500,2500
20498,0,1,1,1,7826,20,7226,18,5491,0,2500,2500,2500
131554,0,5,1,1,64937,15,0,0,5428,1,50000,2500,2500
55661,0,3,1,1,15107,13,0,0,5387,0,17500,2500,2500
84949,0,4,1,1,41854,15,0,0,5336,0,37500,2500,2500
139897,0,3,1,1,21065,28,50,1,5329,0,17500,2500,2500
155587,0,1,1,1,6893,9,0,0,5279,0,2500,2500,2500
24310,0,1,1,1,2815,6,0,0,5266,0,2500,2500,2500
106115,0,3,1,1,16197,21,500,1,5219,0,17500,2500,2500
238641,0,5,1,1,61971,15,850,2,5849,1,50000,2500,2500
70671,0,1,1,1,0,0,0,0,5850,0,2500,2500,2500
31593,0,1,1,1,3128,12,0,0,5846,1,2500,2500,2500
101397,0,3,1,1,19173,12,0,0,5847,0,17500,2500,2500
133052,0,3,1,1,17424,15,0,0,5843,0,17500,2500,2500
37252,0,3,1,1,15774,19,0,0,5842,0,17500,2500,2500
15241,0,1,1,1,0,0,0,0,5840,0,2500,2500,2500
21101,0,1,1,1,7171,32,0,0,5839,1,2500,2500,2500
80612,0,4,1,1,32334,20,0,0,5839,0,37500,2500,2500
45542,0,5,1,1,59012,14,0,0,5835,1,50000,2500,2500
5274,0,1,1,1,2074,11,0,0,5834,1,2500,2500,2500
101089,0,3,1,1,23503,17,0,0,5834,0,17500,2500,2500
7560,0,1,1,1,0,0,0,0,5833,0,2500,2500,2500
255797,0,5,1,1,62107,16,0,0,5832,1,50000,2500,2500
192046,0,4,1,1,54818,52,1200,3,5829,0,37500,2500,2500
370596,0,5,1,1,50120,12,0,0,5826,0,50000,2500,2500
141491,0,5,1,1,63060,6,0,0,5827,0,50000,2500,2500
89527,0,3,1,1,22206,14,0,0,5821,1,17500,2500,2500
330644,0,1,1,1,0,0,0,0,5822,0,2500,2500,2500
49430,0,4,1,1,31471,16,0,0,5822,0,37500,2500,2500
114070,0,2,1,1,16293,24,250,1,5818,0,7500,2500,2500
124004,0,2,1,1,9982,12,0,0,5815,0,7500,2500,2500
10497,0,1,1,1,0,0,0,0,5815,0,2500,2500,2500
8327,0,1,1,1,2900,4,150,1,5814,1,2500,2500,2500
25463,0,2,1,1,7973,14,0,0,5813,0,7500,2500,2500
85036,0,4,1,1,43825,21,0,0,5807,1,37500,2500,2500
11449,0,1,1,1,24415,11,0,0,5864,1,2500,2500,2500
54392,0,1,1,1,0,0,0,0,5807,0,2500,2500,2500
52577,0,1,1,1,441,12,0,0,5804,0,2500,2500,2500
80174,0,1,1,1,500,1,0,0,5804,1,2500,2500,2500
96827,1094,1,1,1,12100,19,8100,17,5801,0,2500,2500,2500
9489,0,1,1,1,5359,14,0,0,5807,1,2500,2500,2500
57587,0,1,1,1,2620,6,0,0,5799,1,2500,2500,2500
131306,0,3,1,1,32115,15,0,0,5797,0,17500,2500,2500
39985,0,3,1,1,15103,21,0,0,5794,0,17500,2500,2500
71627,0,1,1,1,3225,9,600,2,5793,0,2500,2500,2500
161396,0,3,1,1,26695,11,1000,2,5792,0,17500,2500,2500
81300,0,1,1,1,3750,5,250,3,5791,0,2500,2500,2500
66015,0,2,1,1,26706,30,2676,7,5790,1,7500,2500,2500
7800,0,1,1,1,200,1,0,0,5787,0,2500,2500,2500
27348,0,1,1,1,3084,4,0,0,5824,0,2500,2500,2500
153554,0,1,1,1,11786,6,1750,4,5784,1,2500,2500,2500
42990,0,1,1,1,5345,3,0,0,5804,0,2500,2500,2500
16664,0,1,1,1,0,0,0,0,5778,1,2500,2500,2500
37618,0,3,1,1,17385,7,0,0,5818,0,17500,2500,2500
53384,0,3,1,1,16907,12,0,0,5778,0,17500,2500,2500
43326,0,1,1,1,1100,7,1100,7,5776,0,2500,2500,2500
113683,0,3,1,1,11821,12,0,0,5773,0,17500,2500,2500
77930,0,4,1,1,37541,35,3600,18,5773,1,37500,2500,2500
27625,0,3,1,1,27799,16,500,1,5772,1,17500,2500,2500
33835,0,1,1,1,2280,7,1000,2,5771,0,2500,2500,2500
170049,3692,2,1,1,10232,16,750,2,5770,0,7500,2500,2500
154664,0,4,1,3,73881,33,0,0,5769,0,37500,2500,17500
36935,0,4,1,1,34448,17,0,0,5766,1,37500,2500,2500
67904,0,1,1,1,81,1,0,0,5764,0,2500,2500,2500
57434,0,2,1,1,11140,16,0,0,5770,1,7500,2500,2500
11031,0,1,1,1,1600,5,0,0,5762,0,2500,2500,2500
78268,0,1,1,1,6172,13,500,1,5758,0,2500,2500,2500
98213,0,5,1,1,68013,29,0,0,5755,1,50000,2500,2500
9430,0,3,1,1,11323,13,0,0,5756,1,17500,2500,2500
5195,0,1,1,1,33050,3,50,1,5755,1,2500,2500,2500
9793,0,1,1,1,3100,2,0,0,5755,0,2500,2500,2500
34690,0,3,1,1,18124,14,0,0,5752,1,17500,2500,2500
138368,0,5,1,1,68663,13,0,0,5755,0,50000,2500,2500
63547,0,4,1,1,31745,14,0,0,5748,0,37500,2500,2500
217130,0,4,1,1,51202,20,0,0,5745,0,37500,2500,2500
14106,0,1,1,1,475,4,0,0,5749,0,2500,2500,2500
44026,0,2,1,1,12282,18,634,1,5738,0,7500,2500,2500
62183,1896,4,1,1,38635,18,0,0,5738,1,37500,2500,2500
165534,0,5,1,1,71312,18,1000,2,5736,1,50000,2500,2500
45358,0,3,1,1,14507,9,0,0,5735,0,17500,2500,2500
72325,0,5,1,1,56792,16,0,0,5731,1,50000,2500,2500
190285,0,5,1,1,69262,16,348,1,5728,0,50000,2500,2500
235567,0,3,1,1,16106,15,0,0,5728,0,17500,2500,2500
305519,0,5,1,1,79216,27,650,3,5724,1,50000,2500,2500
161546,0,1,1,1,8042,6,600,2,5722,0,2500,2500,2500
38884,0,1,1,1,2850,13,500,1,5729,0,2500,2500,2500
42040,1000,1,1,1,14189,17,4034,13,5717,1,2500,2500,2500
96988,0,2,1,1,7761,14,0,0,5715,0,7500,2500,2500
24394,0,1,1,1,3250,3,250,1,5713,1,2500,2500,2500
354641,0,5,1,1,77694,29,3600,9,5710,1,50000,2500,2500
39313,0,3,1,1,24091,16,0,0,5706,1,17500,2500,2500
468,0,1,1,1,26650,14,550,3,5708,1,2500,2500,2500
146014,0,4,1,1,26366,17,700,3,5822,0,37500,2500,2500
42999,0,4,1,1,33801,12,350,1,5653,1,37500,2500,2500
37163,0,3,1,1,19318,14,0,0,4988,0,17500,2500,2500
6158,0,4,1,1,27754,14,0,0,5546,1,37500,2500,2500
108904,0,3,1,1,19931,17,0,0,5255,0,17500,2500,2500
25168,0,1,1,1,500,1,500,1,5547,0,2500,2500,2500
68454,0,3,1,1,13667,12,0,0,5559,0,17500,2500,2500
70877,0,2,1,1,8956,15,0,0,5696,0,7500,2500,2500
1057,0,1,1,1,433,5,0,0,5622,0,2500,2500,2500
35342,0,5,1,1,70454,12,0,0,5534,1,50000,2500,2500
16992,0,1,1,1,0,0,0,0,5582,0,2500,2500,2500
2558,0,1,1,1,6264,10,0,0,5581,1,2500,2500,2500
196093,0,1,1,1,14000,3,0,0,5595,1,2500,2500,2500
269558,0,1,1,1,10000,1,0,0,5472,1,2500,2500,2500
88500,0,1,1,1,2500,2,0,0,5090,0,2500,2500,2500
8719,0,1,1,1,2000,9,0,0,5671,0,2500,2500,2500
36936,0,1,1,1,2875,16,0,0,5492,1,2500,2500,2500
427357,0,2,1,1,6027,12,0,0,5587,1,7500,2500,2500
258422,0,4,1,1,48708,17,0,0,5657,0,37500,2500,2500
75428,0,2,1,1,7539,14,0,0,5609,0,7500,2500,2500
34383,0,3,1,1,22956,12,0,0,5611,1,17500,2500,2500
82120,0,1,1,1,8000,3,0,0,5619,0,2500,2500,2500
34546,0,1,1,1,1500,2,0,0,5612,0,2500,2500,2500
92641,0,1,1,1,5265,6,0,0,5568,0,2500,2500,2500
95100,0,1,1,1,1250,3,1250,3,5671,0,2500,2500,2500
19960,0,1,1,1,0,0,0,0,4896,0,2500,2500,2500
47150,0,4,1,1,39561,18,0,0,5577,1,37500,2500,2500
1650,0,1,1,1,1250,3,250,1,5554,1,2500,2500,2500
100992,0,1,1,1,8144,16,409,2,5422,1,2500,2500,2500
68610,0,2,1,1,6115,12,0,0,5349,1,7500,2500,2500
75684,0,2,1,1,27320,9,0,0,5316,0,7500,2500,2500
42438,0,1,1,1,519,10,0,0,5349,0,2500,2500,2500
17645,0,4,1,1,60978,20,0,0,5660,1,37500,2500,2500
24545,0,1,1,1,0,0,0,0,5671,0,2500,2500,2500
84633,0,3,1,1,10771,10,0,0,5479,0,17500,2500,2500
103891,1388,5,1,1,140573,21,1150,3,5699,1,50000,2500,2500
39847,0,5,1,1,95918,38,150,1,5694,1,50000,2500,2500
47938,0,3,1,1,12656,13,0,0,5708,0,17500,2500,2500
88929,0,4,1,1,44932,20,650,2,5694,1,37500,2500,2500
129866,0,5,1,1,66150,30,0,0,5692,0,50000,2500,2500
22585,0,1,1,1,3430,3,0,0,5689,0,2500,2500,2500
47394,0,2,1,1,31347,19,2150,5,5688,1,7500,2500,2500
73640,0,2,1,1,10192,14,0,0,5156,0,7500,2500,2500
247743,0,4,1,1,51296,20,500,1,5087,0,37500,2500,2500
295008,0,5,1,1,136704,27,0,0,5028,1,50000,2500,2500
117543,4116,4,1,1,32355,21,600,2,4954,0,37500,2500,2500
102803,0,5,1,1,90605,20,0,0,5701,0,50000,2500,2500
89945,0,2,1,1,14218,16,350,1,5680,0,7500,2500,2500
739476,0,1,1,1,24215,8,322,1,5678,1,2500,2500,2500
69337,0,3,1,1,17740,13,0,0,5667,0,17500,2500,2500
140866,0,3,1,1,15906,17,0,0,5672,0,17500,2500,2500
25634,2505,1,1,1,0,0,0,0,5663,0,2500,2500,2500
82078,0,4,1,1,40279,9,0,0,5664,0,37500,2500,2500
33327,0,1,1,1,1000,1,0,0,5664,0,2500,2500,2500
95783,0,3,1,1,14506,13,0,0,5659,0,17500,2500,2500
27591,0,1,1,1,8209,34,1800,16,5659,0,2500,2500,2500
82114,0,5,1,1,58335,15,0,0,5658,1,50000,2500,2500
15917,2586,5,1,1,105449,25,200,2,5653,1,50000,2500,2500
140511,0,4,1,1,32105,16,0,0,5651,0,37500,2500,2500
375927,0,2,1,1,18202,30,1100,3,5652,1,7500,2500,2500
28223,0,2,1,1,8625,12,0,0,5651,0,7500,2500,2500
33129,0,3,1,1,30775,14,500,1,5647,0,17500,2500,2500
1625,0,1,1,1,1375,4,0,0,1547,0,2500,2500,2500
52819,0,4,1,1,37535,15,1000,2,5645,1,37500,2500,2500
3507,1745,1,1,1,14500,7,0,0,5643,1,2500,2500,2500
14769,0,1,1,1,500,1,0,0,5639,0,2500,2500,2500
37215,0,2,1,1,8199,8,0,0,5637,0,7500,2500,2500
115655,0,4,1,1,64968,21,500,1,5631,1,37500,2500,2500
179251,0,3,1,1,14775,16,200,2,5629,1,17500,2500,2500
24418,0,2,1,1,12533,13,0,0,5626,1,7500,2500,2500
34562,0,1,1,1,1770,9,250,3,5622,0,2500,2500,2500
144570,0,4,1,1,49052,15,0,0,5617,1,37500,2500,2500
24813,0,1,1,1,4066,10,0,0,5225,0,2500,2500,2500
48803,0,5,1,1,72129,14,0,0,5107,1,50000,2500,2500
22116,0,3,1,1,20809,14,0,0,5463,1,17500,2500,2500
8516,0,1,1,1,0,0,0,0,5566,0,2500,2500,2500
36079,0,3,1,1,22506,22,150,1,5323,0,17500,2500,2500
16872,0,1,1,1,28964,7,0,0,5479,1,2500,2500,2500
62895,0,1,1,1,8500,4,0,0,5520,1,2500,2500,2500
7383,0,1,1,1,7225,11,2750,7,5238,1,2500,2500,2500
2261,0,1,1,1,15062,2,0,0,5556,1,2500,2500,2500
66950,0,1,1,1,17303,20,2000,8,5464,1,2500,2500,2500
84856,0,1,2,1,6894,13,0,0,5547,0,2500,7500,2500
71128,2919,1,1,1,17950,17,4450,11,5162,1,2500,2500,2500
39654,0,1,1,1,1625,6,0,0,5518,0,2500,2500,2500
25214,0,1,1,1,1000,1,0,0,5598,0,2500,2500,2500
48775,0,3,1,1,17494,15,0,0,5588,0,17500,2500,2500
81952,0,5,1,1,64754,22,0,0,5427,1,50000,2500,2500
46535,0,3,1,1,25891,14,150,1,5399,1,17500,2500,2500
23130,0,1,1,1,5032,10,0,0,5500,0,2500,2500,2500
100443,0,3,1,1,12744,21,0,0,5492,0,17500,2500,2500
139664,0,5,1,1,63706,14,0,0,5505,0,50000,2500,2500
31769,0,1,1,1,0,0,0,0,5464,0,2500,2500,2500
60170,0,3,1,1,17235,14,0,0,5351,1,17500,2500,2500
33373,0,1,1,1,0,0,0,0,5427,0,2500,2500,2500
59385,0,3,1,1,22914,11,0,0,5476,0,17500,2500,2500
210040,0,5,1,1,77333,39,0,0,5517,0,50000,2500,2500
23379,0,2,1,1,11712,25,0,0,5499,1,7500,2500,2500
22372,0,3,1,1,14766,12,0,0,4950,0,17500,2500,2500
23120,0,1,1,1,4231,7,0,0,5615,0,2500,2500,2500
46157,0,1,1,1,1625,3,500,1,5609,0,2500,2500,2500
94896,0,4,1,1,38127,15,500,1,5602,1,37500,2500,2500
12091,0,4,1,1,29271,15,0,0,5609,1,37500,2500,2500
56451,0,2,1,1,9302,11,0,0,5597,1,7500,2500,2500
106309,0,3,1,1,21873,22,1200,4,5594,1,17500,2500,2500
121853,0,3,1,1,18120,18,2000,4,5589,0,17500,2500,2500
4137,0,3,1,1,15891,19,0,0,5588,1,17500,2500,2500
21676,0,3,1,1,15392,15,100,1,5584,1,17500,2500,2500
36644,0,3,1,1,14506,13,0,0,5583,0,17500,2500,2500
77102,0,3,1,1,13175,20,1850,6,5581,0,17500,2500,2500
32214,11148,3,1,1,12717,10,0,0,5576,1,17500,2500,2500
42351,0,4,1,1,28959,14,0,0,5594,0,37500,2500,2500
34450,0,1,1,1,26996,7,0,0,5566,0,2500,2500,2500
4151,0,1,1,1,375,3,0,0,5570,0,2500,2500,2500
60646,888,5,1,1,57011,18,50,1,5559,1,50000,2500,2500
44331,0,1,1,1,2850,3,350,1,5555,1,2500,2500,2500
76742,0,3,1,1,17910,13,0,0,5547,0,17500,2500,2500
27993,0,1,1,1,6000,3,0,0,5542,0,2500,2500,2500
67770,0,3,1,1,23960,15,0,0,5539,0,17500,2500,2500
30554,0,4,1,1,38243,25,0,0,5324,1,37500,2500,2500
123646,0,1,1,1,12450,30,2450,29,5069,1,2500,2500,2500
837979,0,1,1,1,18372,15,1450,4,5373,1,2500,2500,2500
6584,0,1,1,1,0,0,0,0,5118,0,2500,2500,2500
17489,0,1,1,1,5565,4,0,0,5380,0,2500,2500,2500
28941,0,1,1,1,2935,6,0,0,4692,0,2500,2500,2500
19085,0,1,1,1,827,11,0,0,5244,0,2500,2500,2500
56480,0,4,1,1,35841,31,500,1,5401,1,37500,2500,2500
8320,0,1,1,1,0,0,0,0,5164,0,2500,2500,2500
13640,0,1,1,1,1500,5,0,0,4923,0,2500,2500,2500
14739,0,1,1,1,1800,4,800,3,5332,1,2500,2500,2500
30594,0,1,1,1,3250,12,0,0,5017,0,2500,2500,2500
11162,0,1,1,1,0,0,0,0,4950,0,2500,2500,2500
15964,0,1,1,1,0,0,0,0,5325,0,2500,2500,2500
5583,0,1,1,1,3147,14,0,0,5365,1,2500,2500,2500
38822,0,1,1,1,2000,9,0,0,5304,0,2500,2500,2500
2305,0,1,1,1,0,0,0,0,5105,0,2500,2500,2500
39372,0,1,1,1,4296,10,0,0,5190,0,2500,2500,2500
25125,0,1,1,1,1875,8,0,0,5147,1,2500,2500,2500
10288,0,1,1,1,1250,3,0,0,5532,0,2500,2500,2500
135149,0,1,1,1,15300,19,3800,17,5267,1,2500,2500,2500
4916,0,1,1,1,900,3,800,2,5107,1,2500,2500,2500
163976,0,4,1,1,39098,18,2594,4,4922,0,37500,2500,2500
207021,0,1,1,1,3600,4,100,1,5412,0,2500,2500,2500
104442,0,4,1,1,38180,23,1450,5,5029,0,37500,2500,2500
131992,0,3,1,1,12504,16,0,0,5372,0,17500,2500,2500
2278,0,1,1,1,0,0,0,0,5175,0,2500,2500,2500
34086,0,3,1,1,19669,18,1500,3,5344,1,17500,2500,2500
8740,0,1,1,1,1250,3,0,0,5395,0,2500,2500,2500
241918,0,4,1,1,40945,13,0,0,5379,0,37500,2500,2500
26748,0,3,1,1,11981,14,0,0,5408,1,17500,2500,2500
65969,0,1,1,1,2550,5,1050,3,5419,0,2500,2500,2500
10009,0,1,1,1,0,0,0,0,5353,0,2500,2500,2500
378759,0,1,1,1,28904,9,2303,4,5408,1,2500,2500,2500
40965,10098,1,1,1,9850,11,1850,6,5429,1,2500,2500,2500
57509,0,4,1,1,52449,19,150,1,5441,1,37500,2500,2500
71503,0,1,1,1,7819,17,0,0,5080,1,2500,2500,2500
110247,0,3,1,1,13690,16,0,0,5272,0,17500,2500,2500
83572,745,5,1,1,101110,27,1700,5,5231,1,50000,2500,2500
106234,5124,2,1,1,11160,26,0,0,5238,0,7500,2500,2500
28205,0,5,1,1,101685,16,0,0,5267,1,50000,2500,2500
7239,0,3,1,1,15835,15,0,0,5343,1,17500,2500,2500
63638,0,1,1,1,0,0,0,0,5155,0,2500,2500,2500
31967,0,1,1,1,1600,4,350,2,5101,0,2500,2500,2500
97752,0,1,1,1,3676,10,0,0,5309,0,2500,2500,2500
8327,0,1,1,1,0,0,0,0,5268,0,2500,2500,2500
10179,0,2,1,1,5321,15,0,0,4989,1,7500,2500,2500
23786,0,1,1,1,16950,4,0,0,5364,0,2500,2500,2500
33020,0,1,1,1,6155,25,1500,3,5322,0,2500,2500,2500
35316,0,1,1,1,1250,4,500,1,5330,0,2500,2500,2500
146086,0,1,1,1,6950,17,6950,17,5345,0,2500,2500,2500
15352,0,1,1,1,1350,4,0,0,5359,0,2500,2500,2500
13522,0,1,1,1,5000,1,0,0,5162,0,2500,2500,2500
13949,0,1,1,1,0,0,0,0,5374,0,2500,2500,2500
99405,0,1,1,1,14150,11,2150,9,5400,1,2500,2500,2500
50016,0,3,1,1,13495,14,0,0,4548,0,17500,2500,2500
23696,0,2,1,1,5577,10,0,0,5531,0,7500,2500,2500
55384,967,1,1,1,0,0,0,0,5309,0,2500,2500,2500
166465,0,4,1,4,98717,30,0,0,5531,0,37500,2500,37500
95207,0,3,1,1,30652,30,2348,8,5531,1,17500,2500,2500
80431,0,1,1,1,2150,2,150,1,5531,0,2500,2500,2500
49288,0,3,1,1,12538,19,600,2,5353,1,17500,2500,2500
81291,0,2,1,1,10522,14,1430,1,5154,0,7500,2500,2500
48877,0,2,1,1,11761,35,371,2,5371,1,7500,2500,2500
164884,0,4,1,1,35226,18,1734,2,5283,1,37500,2500,2500
29707,0,1,1,1,300,3,0,0,5275,0,2500,2500,2500
26325,0,2,1,1,14559,20,1310,2,5521,1,7500,2500,2500
28553,0,3,1,1,13844,5,0,0,5517,0,17500,2500,2500
152421,0,3,1,1,17045,20,500,1,5510,0,17500,2500,2500
17699,0,1,1,1,0,0,0,0,5505,1,2500,2500,2500
70565,2408,1,1,1,25261,15,750,2,5499,1,2500,2500,2500
15450,0,1,1,1,50,1,50,1,5499,0,2500,2500,2500
71736,0,5,1,1,53602,25,50,1,5485,1,50000,2500,2500
37926,0,3,1,1,25153,7,0,0,5845,0,17500,2500,2500
58628,0,3,1,1,22581,13,0,0,5471,0,17500,2500,2500
31007,0,1,1,1,5700,6,1200,4,5465,1,2500,2500,2500
11494,0,1,1,1,8425,15,4700,11,5487,1,2500,2500,2500
27469,0,1,1,1,1,3,0,0,5461,0,2500,2500,2500
44760,0,1,1,1,3105,6,100,2,5455,0,2500,2500,2500
7210,0,1,1,1,2402,13,0,0,5449,1,2500,2500,2500
92402,0,4,1,1,40825,14,0,0,5443,1,37500,2500,2500
22831,0,1,1,1,4500,15,0,0,5442,1,2500,2500,2500
59113,0,4,1,1,46808,32,0,0,5435,1,37500,2500,2500
24608,0,5,1,1,62774,21,0,0,5430,1,50000,2500,2500
16103,0,1,3,1,10819,13,0,0,5427,0,2500,17500,2500
51261,0,1,1,1,2000,4,2000,4,4904,1,2500,2500,2500
24698,0,1,1,1,1329,5,500,1,4267,0,2500,2500,2500
88177,0,5,1,1,53468,19,400,1,5080,1,50000,2500,2500
74453,0,1,1,1,5500,3,0,0,5181,0,2500,2500,2500
39601,0,1,1,1,4066,12,0,0,5434,0,2500,2500,2500
1227,0,1,1,1,0,0,0,0,5786,0,2500,2500,2500
138254,0,1,1,1,24100,9,0,0,5420,1,2500,2500,2500
18046,0,1,1,1,162,4,0,0,5416,1,2500,2500,2500
108395,0,2,1,1,8598,8,0,0,5416,0,7500,2500,2500
21839,0,1,1,1,1375,4,0,0,5411,0,2500,2500,2500
11542,0,4,1,1,49100,16,1500,3,5405,1,37500,2500,2500
41648,0,4,1,1,32117,35,2200,5,5408,1,37500,2500,2500
39908,0,4,1,1,45824,29,0,0,5394,1,37500,2500,2500
14889,0,1,1,1,1500,2,0,0,5393,0,2500,2500,2500
103796,0,5,1,1,63335,26,250,1,5021,1,50000,2500,2500
69323,0,1,1,1,5140,2,0,0,4786,0,2500,2500,2500
21599,0,2,1,1,5561,13,0,0,5302,0,7500,2500,2500
60936,0,5,1,1,56381,17,0,0,5051,1,50000,2500,2500
148053,0,1,1,1,10250,2,250,1,5301,1,2500,2500,2500
10702,0,1,1,1,200,2,200,2,5272,0,2500,2500,2500
249,0,1,1,1,1000,1,0,0,5204,1,2500,2500,2500
36290,0,1,1,1,8600,13,2600,9,5111,1,2500,2500,2500
157416,0,5,1,1,67795,16,0,0,5132,0,50000,2500,2500
1511,0,1,1,1,2250,11,0,0,5051,1,2500,2500,2500
184701,0,4,1,1,45629,13,500,1,4989,0,37500,2500,2500
139298,0,1,1,1,0,0,0,0,4965,0,2500,2500,2500
82380,0,1,1,1,2601,13,0,0,5071,0,2500,2500,2500
115591,867,1,1,1,9500,20,2500,16,4967,1,2500,2500,2500
107333,0,1,1,1,4374,5,1874,4,5063,0,2500,2500,2500
737514,0,3,1,4,43993,40,2150,7,5030,0,17500,2500,37500
23023,0,1,1,1,0,0,0,0,5087,0,2500,2500,2500
43403,1846,1,1,1,3350,12,3350,12,3930,1,2500,2500,2500
15719,0,2,1,1,5740,13,0,0,4974,0,7500,2500,2500
128676,0,1,1,1,8500,3,0,0,5164,0,2500,2500,2500
8836,0,1,1,1,4788,6,808,3,4544,1,2500,2500,2500
94875,0,5,1,1,58314,25,800,7,4736,1,50000,2500,2500
27243,0,2,1,1,6785,12,0,0,4606,0,7500,2500,2500
64969,0,1,1,1,1135,13,0,0,4996,0,2500,2500,2500
6112,0,1,1,1,0,0,0,0,5072,0,2500,2500,2500
71784,0,4,1,1,39276,20,0,0,4936,0,37500,2500,2500
31484,0,1,1,1,3125,11,0,0,4117,0,2500,2500,2500
17995,0,1,1,1,0,0,0,0,4994,0,2500,2500,2500
40994,0,4,1,1,26916,15,500,1,5078,1,37500,2500,2500
286101,1000,5,1,1,72965,31,3000,11,4666,1,50000,2500,2500
205219,0,4,1,1,30347,19,0,0,4792,0,37500,2500,2500
74777,0,2,1,1,20630,8,0,0,5384,1,7500,2500,2500
218191,0,3,1,1,24630,17,0,0,5240,0,17500,2500,2500
22132,0,1,1,1,0,0,0,0,5150,0,2500,2500,2500
83508,1514,1,1,1,11268,13,2176,2,5069,1,2500,2500,2500
88122,0,3,1,1,19408,13,0,0,5174,0,17500,2500,2500
152284,0,5,1,1,77045,38,1648,10,4996,1,50000,2500,2500
4146,0,1,1,1,3750,9,0,0,5210,1,2500,2500,2500
25272,0,1,1,1,0,0,0,0,5189,0,2500,2500,2500
21855,0,1,1,1,200,3,0,0,5383,0,2500,2500,2500
63454,0,4,1,1,49068,13,0,0,5383,1,37500,2500,2500
24292,0,2,1,1,6558,10,0,0,5276,1,7500,2500,2500
60168,0,4,1,1,44133,16,0,0,4313,1,37500,2500,2500
9554,0,1,1,1,2710,3,0,0,5064,1,2500,2500,2500
30130,0,2,1,1,9192,15,0,0,4993,1,7500,2500,2500
12665,0,1,1,1,4125,24,0,0,4539,0,2500,2500,2500
9860,0,1,1,1,99,1,99,1,5055,0,2500,2500,2500
10069,0,1,1,1,200,1,0,0,4933,0,2500,2500,2500
2224,0,1,1,1,0,0,0,0,5098,0,2500,2500,2500
40576,0,1,1,1,0,0,0,0,5118,0,2500,2500,2500
5667,0,1,1,1,5667,4,0,0,4937,0,2500,2500,2500
59791,0,1,1,1,3254,7,0,0,4602,0,2500,2500,2500
128664,8019,4,1,1,44298,16,50,1,5155,1,37500,2500,2500
126947,0,1,1,1,2350,2,350,1,5167,0,2500,2500,2500
189235,0,3,1,1,20487,20,0,0,5282,0,17500,2500,2500
38604,0,1,1,1,625,5,0,0,5184,0,2500,2500,2500
73008,0,3,1,1,12930,18,0,0,5050,0,17500,2500,2500
62942,500,1,1,1,4752,8,2121,6,5070,0,2500,2500,2500
33057,763,1,1,1,5190,5,0,0,4828,0,2500,2500,2500
42572,0,3,1,1,21809,14,100,1,5070,1,17500,2500,2500
38671,0,1,1,1,2200,9,1000,5,5192,0,2500,2500,2500
5320,0,1,1,1,2275,9,0,0,5084,0,2500,2500,2500
228529,0,2,1,1,24687,14,500,1,4924,1,7500,2500,2500
46272,0,1,1,1,5720,10,800,3,5092,1,2500,2500,2500
113758,0,3,1,1,12616,14,0,0,5199,0,17500,2500,2500
105458,0,1,1,1,750,4,700,2,4924,0,2500,2500,2500
39946,0,3,1,1,16951,14,0,0,5282,1,17500,2500,2500
92859,0,4,1,1,33378,15,0,0,5185,1,37500,2500,2500
